key	synidaemi	launaflokkur	threp	aldursflokkur	kennsluskylda	skertur	vinnumat	ryrnun	afangafjoldi	einingar	nemendafjoldi	vinnuskylda	laun
285	Raungreinar	10	4	55-59 ára	23	False	694.0	0.0	4	12	18	667	668438.130931
286	Raungreinar	10	4	60 ára+	19	True	666.24	27.76	4	12	18	551	764462.198338
287	Raungreinar	10	4	60 ára+	19	False	694.0	0.0	4	12	18	551	794671.039128
288	Raungreinar	9	4	38-54 ára	24	True	666.24	27.76	4	12	18	696	609117.333333
289	Raungreinar	9	4	38-54 ára	24	False	694.0	0.0	4	12	18	696	609117.333333
290	Raungreinar	10	4	38-54 ára	24	True	666.24	27.76	4	12	18	696	639056.333333
291	Raungreinar	10	4	38-54 ára	24	False	694.0	0.0	4	12	18	696	639056.333333
292	Raungreinar	7	4	30-37 ára	24	True	666.24	27.76	4	12	18	708	553447.333333
293	Raungreinar	7	4	30-37 ára	24	False	694.0	0.0	4	12	18	708	553447.333333
294	Raungreinar	8	4	30-37 ára	24	True	666.24	27.76	4	12	18	708	580604.333333
295	Raungreinar	8	4	30-37 ára	24	False	694.0	0.0	4	12	18	708	580604.333333
296	Stærðfræði	5	4	30 ára-	24	True	637.44	26.56	4	12	18	720	502955.333333
297	Stærðfræði	5	4	30 ára-	24	False	664.0	0.0	4	12	18	720	502955.333333
298	Stærðfræði	6	4	30 ára-	24	True	637.44	26.56	4	12	18	720	527585.333333
299	Stærðfræði	6	4	30 ára-	24	False	664.0	0.0	4	12	18	720	527585.333333
300	Stærðfræði	10	4	55-59 ára	23	True	637.44	26.56	4	12	18	667	639056.333333
301	Stærðfræði	10	4	55-59 ára	23	False	664.0	0.0	4	12	18	667	639056.333333
302	Stærðfræði	10	4	60 ára+	19	True	637.44	26.56	4	12	18	551	733121.614234
303	Stærðfræði	10	4	60 ára+	19	False	664.0	0.0	4	12	18	551	762024.597353
304	Stærðfræði	9	4	38-54 ára	24	True	637.44	26.56	4	12	18	696	609117.333333
305	Stærðfræði	9	4	38-54 ára	24	False	664.0	0.0	4	12	18	696	609117.333333
306	Stærðfræði	10	4	38-54 ára	24	True	637.44	26.56	4	12	18	696	639056.333333
307	Stærðfræði	10	4	38-54 ára	24	False	664.0	0.0	4	12	18	696	639056.333333
308	Stærðfræði	7	4	30-37 ára	24	True	637.44	26.56	4	12	18	708	553447.333333
309	Stærðfræði	7	4	30-37 ára	24	False	664.0	0.0	4	12	18	708	553447.333333
310	Stærðfræði	8	4	30-37 ára	24	True	637.44	26.56	4	12	18	708	580604.333333
311	Stærðfræði	8	4	30-37 ára	24	False	664.0	0.0	4	12	18	708	580604.333333
312	Félagsgreinar	5	4	30 ára-	24	True	652.8	27.2	4	12	18	720	502955.333333
313	Félagsgreinar	5	4	30 ára-	24	False	680.0	0.0	4	12	18	720	502955.333333
314	Félagsgreinar	6	4	30 ára-	24	True	652.8	27.2	4	12	18	720	527585.333333
315	Félagsgreinar	6	4	30 ára-	24	False	680.0	0.0	4	12	18	720	527585.333333
316	Félagsgreinar	10	4	55-59 ára	23	True	652.8	27.2	4	12	18	667	639056.333333
317	Félagsgreinar	10	4	55-59 ára	23	False	680.0	0.0	4	12	18	667	653203.124769
318	Félagsgreinar	10	4	60 ára+	19	True	652.8	27.2	4	12	18	551	749836.592423
319	Félagsgreinar	10	4	60 ára+	19	False	680.0	0.0	4	12	18	551	779436.032966
320	Félagsgreinar	9	4	38-54 ára	24	True	652.8	27.2	4	12	18	696	609117.333333
321	Félagsgreinar	9	4	38-54 ára	24	False	680.0	0.0	4	12	18	696	609117.333333
322	Félagsgreinar	10	4	38-54 ára	24	True	652.8	27.2	4	12	18	696	639056.333333
323	Félagsgreinar	10	4	38-54 ára	24	False	680.0	0.0	4	12	18	696	639056.333333
324	Félagsgreinar	7	4	30-37 ára	24	True	652.8	27.2	4	12	18	708	553447.333333
325	Félagsgreinar	7	4	30-37 ára	24	False	680.0	0.0	4	12	18	708	553447.333333
326	Félagsgreinar	8	4	30-37 ára	24	True	652.8	27.2	4	12	18	708	580604.333333
327	Félagsgreinar	8	4	30-37 ára	24	False	680.0	0.0	4	12	18	708	580604.333333
328	Íslenska	5	4	30 ára-	24	True	674.56	28.1066666667	4	12	19	720	502955.333333
329	Íslenska	5	4	30 ára-	24	False	702.666666667	0.0	4	12	19	720	502955.333333
330	Íslenska	6	4	30 ára-	24	True	674.56	28.1066666667	4	12	19	720	527585.333333
331	Íslenska	6	4	30 ára-	24	False	702.666666667	0.0	4	12	19	720	527585.333333
332	Íslenska	10	4	55-59 ára	23	True	674.56	28.1066666667	4	12	19	667	647283.236661
333	Íslenska	10	4	55-59 ára	23	False	702.666666667	0.0	4	12	19	667	677869.325221
334	Íslenska	10	4	60 ára+	19	True	674.56	28.1066666667	4	12	19	551	773516.144857
335	Íslenska	10	4	60 ára+	19	False	702.666666667	0.0	4	12	19	551	804102.233418
336	Íslenska	9	4	38-54 ára	24	True	674.56	28.1066666667	4	12	19	696	609117.333333
337	Íslenska	9	4	38-54 ára	24	False	702.666666667	0.0	4	12	19	696	616026.635378
338	Íslenska	10	4	38-54 ára	24	True	674.56	28.1066666667	4	12	19	696	639056.333333
339	Íslenska	10	4	38-54 ára	24	False	702.666666667	0.0	4	12	19	696	646311.098172
340	Íslenska	7	4	30-37 ára	24	True	674.56	28.1066666667	4	12	19	708	553447.333333
341	Íslenska	7	4	30-37 ára	24	False	702.666666667	0.0	4	12	19	708	553447.333333
342	Íslenska	8	4	30-37 ára	24	True	674.56	28.1066666667	4	12	19	708	580604.333333
343	Íslenska	8	4	30-37 ára	24	False	702.666666667	0.0	4	12	19	708	580604.333333
344	Tungumál	5	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	502955.333333
345	Tungumál	5	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	502955.333333
346	Tungumál	6	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	527585.333333
347	Tungumál	6	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	527585.333333
348	Tungumál	10	4	55-59 ára	23	True	663.04	27.6266666667	4	12	19	667	639056.333333
349	Tungumál	10	4	55-59 ára	23	False	690.666666667	0.0	4	12	19	667	664810.748511
350	Tungumál	10	4	60 ára+	19	True	663.04	27.6266666667	4	12	19	551	760979.911216
351	Tungumál	10	4	60 ára+	19	False	690.666666667	0.0	4	12	19	551	791043.656708
352	Tungumál	9	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	609117.333333
353	Tungumál	9	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	609117.333333
354	Tungumál	10	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	639056.333333
355	Tungumál	10	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	639056.333333
356	Tungumál	7	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	553447.333333
357	Tungumál	7	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	553447.333333
358	Tungumál	8	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	580604.333333
359	Tungumál	8	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	580604.333333
360	Raungreinar	5	4	30 ára-	24	True	676.48	28.1866666667	4	12	19	720	502955.333333
361	Raungreinar	5	4	30 ára-	24	False	704.666666667	0.0	4	12	19	720	502955.333333
362	Raungreinar	6	4	30 ára-	24	True	676.48	28.1866666667	4	12	19	720	527585.333333
363	Raungreinar	6	4	30 ára-	24	False	704.666666667	0.0	4	12	19	720	527585.333333
364	Raungreinar	10	4	55-59 ára	23	True	676.48	28.1866666667	4	12	19	667	649372.608934
365	Raungreinar	10	4	55-59 ára	23	False	704.666666667	0.0	4	12	19	667	680045.754673
366	Raungreinar	10	4	60 ára+	19	True	676.48	28.1866666667	4	12	19	551	775605.517131
367	Raungreinar	10	4	60 ára+	19	False	704.666666667	0.0	4	12	19	551	806278.66287
368	Raungreinar	9	4	38-54 ára	24	True	676.48	28.1866666667	4	12	19	696	609117.333333
369	Raungreinar	9	4	38-54 ára	24	False	704.666666667	0.0	4	12	19	696	618099.425991
370	Raungreinar	10	4	38-54 ára	24	True	676.48	28.1866666667	4	12	19	696	639056.333333
371	Raungreinar	10	4	38-54 ára	24	False	704.666666667	0.0	4	12	19	696	648487.527624
372	Raungreinar	7	4	30-37 ára	24	True	676.48	28.1866666667	4	12	19	708	553447.333333
373	Raungreinar	7	4	30-37 ára	24	False	704.666666667	0.0	4	12	19	708	553447.333333
374	Raungreinar	8	4	30-37 ára	24	True	676.48	28.1866666667	4	12	19	708	580604.333333
375	Raungreinar	8	4	30-37 ára	24	False	704.666666667	0.0	4	12	19	708	580604.333333
376	Stærðfræði	5	4	30 ára-	24	True	647.68	26.9866666667	4	12	19	720	502955.333333
377	Stærðfræði	5	4	30 ára-	24	False	674.666666667	0.0	4	12	19	720	502955.333333
378	Stærðfræði	6	4	30 ára-	24	True	647.68	26.9866666667	4	12	19	720	527585.333333
379	Stærðfræði	6	4	30 ára-	24	False	674.666666667	0.0	4	12	19	720	527585.333333
380	Stærðfræði	10	4	55-59 ára	23	True	647.68	26.9866666667	4	12	19	667	639056.333333
381	Stærðfræði	10	4	55-59 ára	23	False	674.666666667	0.0	4	12	19	667	647399.312898
382	Stærðfræði	10	4	60 ára+	19	True	647.68	26.9866666667	4	12	19	551	744264.933027
383	Stærðfræði	10	4	60 ára+	19	False	674.666666667	0.0	4	12	19	551	773632.221095
384	Stærðfræði	9	4	38-54 ára	24	True	647.68	26.9866666667	4	12	19	696	609117.333333
385	Stærðfræði	9	4	38-54 ára	24	False	674.666666667	0.0	4	12	19	696	609117.333333
386	Stærðfræði	10	4	38-54 ára	24	True	647.68	26.9866666667	4	12	19	696	639056.333333
387	Stærðfræði	10	4	38-54 ára	24	False	674.666666667	0.0	4	12	19	696	639056.333333
388	Stærðfræði	7	4	30-37 ára	24	True	647.68	26.9866666667	4	12	19	708	553447.333333
389	Stærðfræði	7	4	30-37 ára	24	False	674.666666667	0.0	4	12	19	708	553447.333333
390	Stærðfræði	8	4	30-37 ára	24	True	647.68	26.9866666667	4	12	19	708	580604.333333
391	Stærðfræði	8	4	30-37 ára	24	False	674.666666667	0.0	4	12	19	708	580604.333333
392	Félagsgreinar	5	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	502955.333333
393	Félagsgreinar	5	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	502955.333333
394	Félagsgreinar	6	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	527585.333333
395	Félagsgreinar	6	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	527585.333333
396	Félagsgreinar	10	4	55-59 ára	23	True	663.04	27.6266666667	4	12	19	667	639056.333333
397	Félagsgreinar	10	4	55-59 ára	23	False	690.666666667	0.0	4	12	19	667	664810.748511
398	Félagsgreinar	10	4	60 ára+	19	True	663.04	27.6266666667	4	12	19	551	760979.911216
399	Félagsgreinar	10	4	60 ára+	19	False	690.666666667	0.0	4	12	19	551	791043.656708
400	Félagsgreinar	9	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	609117.333333
401	Félagsgreinar	9	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	609117.333333
402	Félagsgreinar	10	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	639056.333333
403	Félagsgreinar	10	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	639056.333333
404	Félagsgreinar	7	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	553447.333333
405	Félagsgreinar	7	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	553447.333333
406	Félagsgreinar	8	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	580604.333333
407	Félagsgreinar	8	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	580604.333333
408	Íslenska	5	4	30 ára-	24	True	684.8	28.5333333333	4	12	20	720	502955.333333
409	Íslenska	5	4	30 ára-	24	False	713.333333333	0.0	4	12	20	720	502955.333333
410	Íslenska	6	4	30 ára-	24	True	684.8	28.5333333333	4	12	20	720	527585.333333
411	Íslenska	6	4	30 ára-	24	False	713.333333333	0.0	4	12	20	720	527585.333333
412	Íslenska	10	4	55-59 ára	23	True	684.8	28.5333333333	4	12	20	667	658426.555453
413	Íslenska	10	4	55-59 ára	23	False	713.333333333	0.0	4	12	20	667	689476.948964
414	Íslenska	10	4	60 ára+	19	True	684.8	28.5333333333	4	12	20	551	784659.46365
415	Íslenska	10	4	60 ára+	19	False	713.333333333	0.0	4	12	20	551	815709.85716
416	Íslenska	9	4	38-54 ára	24	True	684.8	28.5333333333	4	12	20	696	609117.333333
417	Íslenska	9	4	38-54 ára	24	False	713.333333333	0.0	4	12	20	696	627081.518649
418	Íslenska	10	4	38-54 ára	24	True	684.8	28.5333333333	4	12	20	696	639056.333333
419	Íslenska	10	4	38-54 ára	24	False	713.333333333	0.0	4	12	20	696	657918.721914
420	Íslenska	7	4	30-37 ára	24	True	684.8	28.5333333333	4	12	20	708	553447.333333
421	Íslenska	7	4	30-37 ára	24	False	713.333333333	0.0	4	12	20	708	558460.879013
422	Íslenska	8	4	30-37 ára	24	True	684.8	28.5333333333	4	12	20	708	580604.333333
423	Íslenska	8	4	30-37 ára	24	False	713.333333333	0.0	4	12	20	708	585868.568298
424	Tungumál	5	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	502955.333333
425	Tungumál	5	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	502955.333333
426	Tungumál	6	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	527585.333333
427	Tungumál	6	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	527585.333333
428	Tungumál	10	4	55-59 ára	23	True	673.28	28.0533333333	4	12	20	667	645890.321812
429	Tungumál	10	4	55-59 ára	23	False	701.333333333	0.0	4	12	20	667	676418.372254
430	Tungumál	10	4	60 ára+	19	True	673.28	28.0533333333	4	12	20	551	772123.230008
431	Tungumál	10	4	60 ára+	19	False	701.333333333	0.0	4	12	20	551	802651.28045
432	Tungumál	9	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	609117.333333
433	Tungumál	9	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	614644.774969
434	Tungumál	10	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	639056.333333
435	Tungumál	10	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	644860.145204
436	Tungumál	7	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	553447.333333
437	Tungumál	7	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	553447.333333
438	Tungumál	8	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	580604.333333
439	Tungumál	8	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	580604.333333
440	Raungreinar	5	4	30 ára-	24	True	686.72	28.6133333333	4	12	20	720	502955.333333
441	Raungreinar	5	4	30 ára-	24	False	715.333333333	0.0	4	12	20	720	502955.333333
442	Raungreinar	6	4	30 ára-	24	True	686.72	28.6133333333	4	12	20	720	527585.333333
443	Raungreinar	6	4	30 ára-	24	False	715.333333333	0.0	4	12	20	720	527585.333333
444	Raungreinar	10	4	55-59 ára	23	True	686.72	28.6133333333	4	12	20	667	660515.927727
445	Raungreinar	10	4	55-59 ára	23	False	715.333333333	0.0	4	12	20	667	691653.378415
446	Raungreinar	10	4	60 ára+	19	True	686.72	28.6133333333	4	12	20	551	786748.835923
447	Raungreinar	10	4	60 ára+	19	False	715.333333333	0.0	4	12	20	551	817886.286612
448	Raungreinar	9	4	38-54 ára	24	True	686.72	28.6133333333	4	12	20	696	609117.333333
449	Raungreinar	9	4	38-54 ára	24	False	715.333333333	0.0	4	12	20	696	629154.309262
450	Raungreinar	10	4	38-54 ára	24	True	686.72	28.6133333333	4	12	20	696	639056.333333
451	Raungreinar	10	4	38-54 ára	24	False	715.333333333	0.0	4	12	20	696	660095.151366
452	Raungreinar	7	4	30-37 ára	24	True	686.72	28.6133333333	4	12	20	708	553447.333333
453	Raungreinar	7	4	30-37 ára	24	False	715.333333333	0.0	4	12	20	708	560340.958643
454	Raungreinar	8	4	30-37 ára	24	True	686.72	28.6133333333	4	12	20	708	580604.333333
455	Raungreinar	8	4	30-37 ára	24	False	715.333333333	0.0	4	12	20	708	587842.656409
456	Stærðfræði	5	4	30 ára-	24	True	657.92	27.4133333333	4	12	20	720	502955.333333
457	Stærðfræði	5	4	30 ára-	24	False	685.333333333	0.0	4	12	20	720	502955.333333
458	Stærðfræði	6	4	30 ára-	24	True	657.92	27.4133333333	4	12	20	720	527585.333333
459	Stærðfræði	6	4	30 ára-	24	False	685.333333333	0.0	4	12	20	720	527585.333333
460	Stærðfræði	10	4	55-59 ára	23	True	657.92	27.4133333333	4	12	20	667	639056.333333
461	Stærðfræði	10	4	55-59 ára	23	False	685.333333333	0.0	4	12	20	667	659006.93664
462	Stærðfræði	10	4	60 ára+	19	True	657.92	27.4133333333	4	12	20	551	755408.251819
463	Stærðfræði	10	4	60 ára+	19	False	685.333333333	0.0	4	12	20	551	785239.844837
464	Stærðfræði	9	4	38-54 ára	24	True	657.92	27.4133333333	4	12	20	696	609117.333333
465	Stærðfræði	9	4	38-54 ára	24	False	685.333333333	0.0	4	12	20	696	609117.333333
466	Stærðfræði	10	4	38-54 ára	24	True	657.92	27.4133333333	4	12	20	696	639056.333333
467	Stærðfræði	10	4	38-54 ára	24	False	685.333333333	0.0	4	12	20	696	639056.333333
468	Stærðfræði	7	4	30-37 ára	24	True	657.92	27.4133333333	4	12	20	708	553447.333333
469	Stærðfræði	7	4	30-37 ára	24	False	685.333333333	0.0	4	12	20	708	553447.333333
470	Stærðfræði	8	4	30-37 ára	24	True	657.92	27.4133333333	4	12	20	708	580604.333333
471	Stærðfræði	8	4	30-37 ára	24	False	685.333333333	0.0	4	12	20	708	580604.333333
472	Félagsgreinar	5	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	502955.333333
473	Félagsgreinar	5	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	502955.333333
474	Félagsgreinar	6	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	527585.333333
475	Félagsgreinar	6	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	527585.333333
476	Félagsgreinar	10	4	55-59 ára	23	True	673.28	28.0533333333	4	12	20	667	645890.321812
477	Félagsgreinar	10	4	55-59 ára	23	False	701.333333333	0.0	4	12	20	667	676418.372254
478	Félagsgreinar	10	4	60 ára+	19	True	673.28	28.0533333333	4	12	20	551	772123.230008
479	Félagsgreinar	10	4	60 ára+	19	False	701.333333333	0.0	4	12	20	551	802651.28045
480	Félagsgreinar	9	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	609117.333333
481	Félagsgreinar	9	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	614644.774969
482	Félagsgreinar	10	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	639056.333333
483	Félagsgreinar	10	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	644860.145204
484	Félagsgreinar	7	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	553447.333333
485	Félagsgreinar	7	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	553447.333333
486	Félagsgreinar	8	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	580604.333333
487	Félagsgreinar	8	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	580604.333333
488	Íslenska	5	4	30 ára-	24	True	695.04	28.96	4	12	21	720	502955.333333
489	Íslenska	5	4	30 ára-	24	False	724.0	0.0	4	12	21	720	506365.919647
490	Íslenska	6	4	30 ára-	24	True	695.04	28.96	4	12	21	720	527585.333333
491	Íslenska	6	4	30 ára-	24	False	724.0	0.0	4	12	21	720	531166.441347
492	Íslenska	10	4	55-59 ára	23	True	695.04	28.96	4	12	21	667	669569.874246
493	Íslenska	10	4	55-59 ára	23	False	724.0	0.0	4	12	21	667	701084.572706
494	Íslenska	10	4	60 ára+	19	True	695.04	28.96	4	12	21	551	795802.782442
495	Íslenska	10	4	60 ára+	19	False	724.0	0.0	4	12	21	551	827317.480902
496	Íslenska	9	4	38-54 ára	24	True	695.04	28.96	4	12	21	696	609117.333333
497	Íslenska	9	4	38-54 ára	24	False	724.0	0.0	4	12	21	696	638136.40192
498	Íslenska	10	4	38-54 ára	24	True	695.04	28.96	4	12	21	696	639056.333333
499	Íslenska	10	4	38-54 ára	24	False	724.0	0.0	4	12	21	696	669526.345657
500	Íslenska	7	4	30-37 ára	24	True	695.04	28.96	4	12	21	708	553447.333333
501	Íslenska	7	4	30-37 ára	24	False	724.0	0.0	4	12	21	708	568487.970373
502	Íslenska	8	4	30-37 ára	24	True	695.04	28.96	4	12	21	708	580604.333333
503	Íslenska	8	4	30-37 ára	24	False	724.0	0.0	4	12	21	708	596397.038227
504	Tungumál	5	4	30 ára-	24	True	683.52	28.48	4	12	21	720	502955.333333
505	Tungumál	5	4	30 ára-	24	False	712.0	0.0	4	12	21	720	502955.333333
506	Tungumál	6	4	30 ára-	24	True	683.52	28.48	4	12	21	720	527585.333333
507	Tungumál	6	4	30 ára-	24	False	712.0	0.0	4	12	21	720	527585.333333
508	Tungumál	10	4	55-59 ára	23	True	683.52	28.48	4	12	21	667	657033.640604
509	Tungumál	10	4	55-59 ára	23	False	712.0	0.0	4	12	21	667	688025.995996
510	Tungumál	10	4	60 ára+	19	True	683.52	28.48	4	12	21	551	783266.548801
511	Tungumál	10	4	60 ára+	19	False	712.0	0.0	4	12	21	551	814258.904193
512	Tungumál	9	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	609117.333333
513	Tungumál	9	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	625699.65824
514	Tungumál	10	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	639056.333333
515	Tungumál	10	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	656467.768947
516	Tungumál	7	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	553447.333333
517	Tungumál	7	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	557207.492593
518	Tungumál	8	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	580604.333333
519	Tungumál	8	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	584552.509557
520	Raungreinar	5	4	30 ára-	24	True	696.96	29.04	4	12	21	720	502955.333333
521	Raungreinar	5	4	30 ára-	24	False	726.0	0.0	4	12	21	720	508071.212803
522	Raungreinar	6	4	30 ára-	24	True	696.96	29.04	4	12	21	720	527585.333333
523	Raungreinar	6	4	30 ára-	24	False	726.0	0.0	4	12	21	720	532956.995353
524	Raungreinar	10	4	55-59 ára	23	True	696.96	29.04	4	12	21	667	671659.246519
525	Raungreinar	10	4	55-59 ára	23	False	726.0	0.0	4	12	21	667	703261.002158
526	Raungreinar	10	4	60 ára+	19	True	696.96	29.04	4	12	21	551	797892.154716
527	Raungreinar	10	4	60 ára+	19	False	726.0	0.0	4	12	21	551	829493.910354
528	Raungreinar	9	4	38-54 ára	24	True	696.96	29.04	4	12	21	696	610112.272828
529	Raungreinar	9	4	38-54 ára	24	False	726.0	0.0	4	12	21	696	640209.192533
530	Raungreinar	10	4	38-54 ára	24	True	696.96	29.04	4	12	21	696	640101.01947
531	Raungreinar	10	4	38-54 ára	24	False	726.0	0.0	4	12	21	696	671702.775108
532	Raungreinar	7	4	30-37 ára	24	True	696.96	29.04	4	12	21	708	553447.333333
533	Raungreinar	7	4	30-37 ára	24	False	726.0	0.0	4	12	21	708	570368.050003
534	Raungreinar	8	4	30-37 ára	24	True	696.96	29.04	4	12	21	708	580604.333333
535	Raungreinar	8	4	30-37 ára	24	False	726.0	0.0	4	12	21	708	598371.126338
536	Stærðfræði	5	4	30 ára-	24	True	668.16	27.84	4	12	21	720	502955.333333
537	Stærðfræði	5	4	30 ára-	24	False	696.0	0.0	4	12	21	720	502955.333333
538	Stærðfræði	6	4	30 ára-	24	True	668.16	27.84	4	12	21	720	527585.333333
539	Stærðfræði	6	4	30 ára-	24	False	696.0	0.0	4	12	21	720	527585.333333
540	Stærðfræði	10	4	55-59 ára	23	True	668.16	27.84	4	12	21	667	640318.662415
541	Stærðfræði	10	4	55-59 ára	23	False	696.0	0.0	4	12	21	667	670614.560383
542	Stærðfræði	10	4	60 ára+	19	True	668.16	27.84	4	12	21	551	766551.570612
543	Stærðfræði	10	4	60 ára+	19	False	696.0	0.0	4	12	21	551	796847.468579
544	Stærðfræði	9	4	38-54 ára	24	True	668.16	27.84	4	12	21	696	609117.333333
545	Stærðfræði	9	4	38-54 ára	24	False	696.0	0.0	4	12	21	696	609117.333333
546	Stærðfræði	10	4	38-54 ára	24	True	668.16	27.84	4	12	21	696	639056.333333
547	Stærðfræði	10	4	38-54 ára	24	False	696.0	0.0	4	12	21	696	639056.333333
548	Stærðfræði	7	4	30-37 ára	24	True	668.16	27.84	4	12	21	708	553447.333333
549	Stærðfræði	7	4	30-37 ára	24	False	696.0	0.0	4	12	21	708	553447.333333
550	Stærðfræði	8	4	30-37 ára	24	True	668.16	27.84	4	12	21	708	580604.333333
551	Stærðfræði	8	4	30-37 ára	24	False	696.0	0.0	4	12	21	708	580604.333333
552	Félagsgreinar	5	4	30 ára-	24	True	683.52	28.48	4	12	21	720	502955.333333
553	Félagsgreinar	5	4	30 ára-	24	False	712.0	0.0	4	12	21	720	502955.333333
554	Félagsgreinar	6	4	30 ára-	24	True	683.52	28.48	4	12	21	720	527585.333333
555	Félagsgreinar	6	4	30 ára-	24	False	712.0	0.0	4	12	21	720	527585.333333
556	Félagsgreinar	10	4	55-59 ára	23	True	683.52	28.48	4	12	21	667	657033.640604
557	Félagsgreinar	10	4	55-59 ára	23	False	712.0	0.0	4	12	21	667	688025.995996
558	Félagsgreinar	10	4	60 ára+	19	True	683.52	28.48	4	12	21	551	783266.548801
559	Félagsgreinar	10	4	60 ára+	19	False	712.0	0.0	4	12	21	551	814258.904193
560	Félagsgreinar	9	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	609117.333333
561	Félagsgreinar	9	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	625699.65824
562	Félagsgreinar	10	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	639056.333333
563	Félagsgreinar	10	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	656467.768947
564	Félagsgreinar	7	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	553447.333333
565	Félagsgreinar	7	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	557207.492593
566	Félagsgreinar	8	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	580604.333333
567	Félagsgreinar	8	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	584552.509557
568	Íslenska	5	4	30 ára-	24	True	705.28	29.3866666667	4	12	22	720	502955.333333
569	Íslenska	5	4	30 ára-	24	False	734.666666667	0.0	4	12	22	720	515460.816482
570	Íslenska	6	4	30 ára-	24	True	705.28	29.3866666667	4	12	22	720	527585.333333
571	Íslenska	6	4	30 ára-	24	False	734.666666667	0.0	4	12	22	720	540716.062716
572	Íslenska	10	4	55-59 ára	23	True	705.28	29.3866666667	4	12	22	667	680713.193038
573	Íslenska	10	4	55-59 ára	23	False	734.666666667	0.0	4	12	22	667	712692.196448
574	Íslenska	10	4	60 ára+	19	True	705.28	29.3866666667	4	12	22	551	806946.101235
575	Íslenska	10	4	60 ára+	19	False	734.666666667	0.0	4	12	22	551	838925.104645
576	Íslenska	9	4	38-54 ára	24	True	705.28	29.3866666667	4	12	22	696	618735.081779
577	Íslenska	9	4	38-54 ára	24	False	734.666666667	0.0	4	12	22	696	649191.285191
