synidaemi	launaflokkur	threp	aldursflokkur	kennsluskylda	skertur	vinnumat	ryrnun	afangafjoldi	einingar	nemendafjoldi	vinnuskylda	laun
Stærðfræði	6	4	30 ára-	24	False	664.0	0.0	4	12	18	720	527585.333333
Stærðfræði	10	4	55-59 ára	23	True	637.44	26.56	4	12	18	667	639056.333333
Stærðfræði	10	4	55-59 ára	23	False	664.0	0.0	4	12	18	667	639056.333333
Stærðfræði	10	4	60 ára+	19	True	637.44	26.56	4	12	18	551	733121.614234
Stærðfræði	10	4	60 ára+	19	False	664.0	0.0	4	12	18	551	762024.597353
Stærðfræði	9	4	38-54 ára	24	True	637.44	26.56	4	12	18	696	609117.333333
Stærðfræði	9	4	38-54 ára	24	False	664.0	0.0	4	12	18	696	609117.333333
Stærðfræði	10	4	38-54 ára	24	True	637.44	26.56	4	12	18	696	639056.333333
Stærðfræði	10	4	38-54 ára	24	False	664.0	0.0	4	12	18	696	639056.333333
Stærðfræði	7	4	30-37 ára	24	True	637.44	26.56	4	12	18	708	553447.333333
Stærðfræði	7	4	30-37 ára	24	False	664.0	0.0	4	12	18	708	553447.333333
Stærðfræði	8	4	30-37 ára	24	True	637.44	26.56	4	12	18	708	580604.333333
Stærðfræði	8	4	30-37 ára	24	False	664.0	0.0	4	12	18	708	580604.333333
Félagsgreinar	5	4	30 ára-	24	True	652.8	27.2	4	12	18	720	502955.333333
Félagsgreinar	5	4	30 ára-	24	False	680.0	0.0	4	12	18	720	502955.333333
Félagsgreinar	6	4	30 ára-	24	True	652.8	27.2	4	12	18	720	527585.333333
Félagsgreinar	6	4	30 ára-	24	False	680.0	0.0	4	12	18	720	527585.333333
Félagsgreinar	10	4	55-59 ára	23	True	652.8	27.2	4	12	18	667	639056.333333
Félagsgreinar	10	4	55-59 ára	23	False	680.0	0.0	4	12	18	667	653203.124769
Félagsgreinar	10	4	60 ára+	19	True	652.8	27.2	4	12	18	551	749836.592423
Félagsgreinar	10	4	60 ára+	19	False	680.0	0.0	4	12	18	551	779436.032966
Félagsgreinar	9	4	38-54 ára	24	True	652.8	27.2	4	12	18	696	609117.333333
Félagsgreinar	9	4	38-54 ára	24	False	680.0	0.0	4	12	18	696	609117.333333
Félagsgreinar	10	4	38-54 ára	24	True	652.8	27.2	4	12	18	696	639056.333333
Félagsgreinar	10	4	38-54 ára	24	False	680.0	0.0	4	12	18	696	639056.333333
Félagsgreinar	7	4	30-37 ára	24	True	652.8	27.2	4	12	18	708	553447.333333
Félagsgreinar	7	4	30-37 ára	24	False	680.0	0.0	4	12	18	708	553447.333333
Félagsgreinar	8	4	30-37 ára	24	True	652.8	27.2	4	12	18	708	580604.333333
Félagsgreinar	8	4	30-37 ára	24	False	680.0	0.0	4	12	18	708	580604.333333
Íslenska	5	4	30 ára-	24	True	674.56	28.1066666667	4	12	19	720	502955.333333
Íslenska	5	4	30 ára-	24	False	702.666666667	0.0	4	12	19	720	502955.333333
Íslenska	6	4	30 ára-	24	True	674.56	28.1066666667	4	12	19	720	527585.333333
Íslenska	6	4	30 ára-	24	False	702.666666667	0.0	4	12	19	720	527585.333333
Íslenska	10	4	55-59 ára	23	True	674.56	28.1066666667	4	12	19	667	647283.236661
Íslenska	10	4	55-59 ára	23	False	702.666666667	0.0	4	12	19	667	677869.325221
Íslenska	10	4	60 ára+	19	True	674.56	28.1066666667	4	12	19	551	773516.144857
Íslenska	10	4	60 ára+	19	False	702.666666667	0.0	4	12	19	551	804102.233418
Íslenska	9	4	38-54 ára	24	True	674.56	28.1066666667	4	12	19	696	609117.333333
Íslenska	9	4	38-54 ára	24	False	702.666666667	0.0	4	12	19	696	616026.635378
Íslenska	10	4	38-54 ára	24	True	674.56	28.1066666667	4	12	19	696	639056.333333
Íslenska	10	4	38-54 ára	24	False	702.666666667	0.0	4	12	19	696	646311.098172
Íslenska	7	4	30-37 ára	24	True	674.56	28.1066666667	4	12	19	708	553447.333333
Íslenska	7	4	30-37 ára	24	False	702.666666667	0.0	4	12	19	708	553447.333333
Íslenska	8	4	30-37 ára	24	True	674.56	28.1066666667	4	12	19	708	580604.333333
Íslenska	8	4	30-37 ára	24	False	702.666666667	0.0	4	12	19	708	580604.333333
Tungumál	5	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	502955.333333
Tungumál	5	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	502955.333333
Tungumál	6	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	527585.333333
Tungumál	6	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	527585.333333
Tungumál	10	4	55-59 ára	23	True	663.04	27.6266666667	4	12	19	667	639056.333333
Tungumál	10	4	55-59 ára	23	False	690.666666667	0.0	4	12	19	667	664810.748511
Tungumál	10	4	60 ára+	19	True	663.04	27.6266666667	4	12	19	551	760979.911216
Tungumál	10	4	60 ára+	19	False	690.666666667	0.0	4	12	19	551	791043.656708
Tungumál	9	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	609117.333333
Tungumál	9	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	609117.333333
Tungumál	10	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	639056.333333
Tungumál	10	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	639056.333333
Tungumál	7	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	553447.333333
Tungumál	7	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	553447.333333
Tungumál	8	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	580604.333333
Tungumál	8	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	580604.333333
Raungreinar	5	4	30 ára-	24	True	676.48	28.1866666667	4	12	19	720	502955.333333
Raungreinar	5	4	30 ára-	24	False	704.666666667	0.0	4	12	19	720	502955.333333
Raungreinar	6	4	30 ára-	24	True	676.48	28.1866666667	4	12	19	720	527585.333333
Raungreinar	6	4	30 ára-	24	False	704.666666667	0.0	4	12	19	720	527585.333333
Raungreinar	10	4	55-59 ára	23	True	676.48	28.1866666667	4	12	19	667	649372.608934
Raungreinar	10	4	55-59 ára	23	False	704.666666667	0.0	4	12	19	667	680045.754673
Raungreinar	10	4	60 ára+	19	True	676.48	28.1866666667	4	12	19	551	775605.517131
Raungreinar	10	4	60 ára+	19	False	704.666666667	0.0	4	12	19	551	806278.66287
Raungreinar	9	4	38-54 ára	24	True	676.48	28.1866666667	4	12	19	696	609117.333333
Raungreinar	9	4	38-54 ára	24	False	704.666666667	0.0	4	12	19	696	618099.425991
Raungreinar	10	4	38-54 ára	24	True	676.48	28.1866666667	4	12	19	696	639056.333333
Raungreinar	10	4	38-54 ára	24	False	704.666666667	0.0	4	12	19	696	648487.527624
Raungreinar	7	4	30-37 ára	24	True	676.48	28.1866666667	4	12	19	708	553447.333333
Raungreinar	7	4	30-37 ára	24	False	704.666666667	0.0	4	12	19	708	553447.333333
Raungreinar	8	4	30-37 ára	24	True	676.48	28.1866666667	4	12	19	708	580604.333333
Raungreinar	8	4	30-37 ára	24	False	704.666666667	0.0	4	12	19	708	580604.333333
Stærðfræði	5	4	30 ára-	24	True	647.68	26.9866666667	4	12	19	720	502955.333333
Stærðfræði	5	4	30 ára-	24	False	674.666666667	0.0	4	12	19	720	502955.333333
Stærðfræði	6	4	30 ára-	24	True	647.68	26.9866666667	4	12	19	720	527585.333333
Stærðfræði	6	4	30 ára-	24	False	674.666666667	0.0	4	12	19	720	527585.333333
Stærðfræði	10	4	55-59 ára	23	True	647.68	26.9866666667	4	12	19	667	639056.333333
Stærðfræði	10	4	55-59 ára	23	False	674.666666667	0.0	4	12	19	667	647399.312898
Stærðfræði	10	4	60 ára+	19	True	647.68	26.9866666667	4	12	19	551	744264.933027
Stærðfræði	10	4	60 ára+	19	False	674.666666667	0.0	4	12	19	551	773632.221095
Stærðfræði	9	4	38-54 ára	24	True	647.68	26.9866666667	4	12	19	696	609117.333333
Stærðfræði	9	4	38-54 ára	24	False	674.666666667	0.0	4	12	19	696	609117.333333
Stærðfræði	10	4	38-54 ára	24	True	647.68	26.9866666667	4	12	19	696	639056.333333
Stærðfræði	10	4	38-54 ára	24	False	674.666666667	0.0	4	12	19	696	639056.333333
Stærðfræði	7	4	30-37 ára	24	True	647.68	26.9866666667	4	12	19	708	553447.333333
Stærðfræði	7	4	30-37 ára	24	False	674.666666667	0.0	4	12	19	708	553447.333333
Stærðfræði	8	4	30-37 ára	24	True	647.68	26.9866666667	4	12	19	708	580604.333333
Stærðfræði	8	4	30-37 ára	24	False	674.666666667	0.0	4	12	19	708	580604.333333
Félagsgreinar	5	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	502955.333333
Félagsgreinar	5	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	502955.333333
Félagsgreinar	6	4	30 ára-	24	True	663.04	27.6266666667	4	12	19	720	527585.333333
Félagsgreinar	6	4	30 ára-	24	False	690.666666667	0.0	4	12	19	720	527585.333333
Félagsgreinar	10	4	55-59 ára	23	True	663.04	27.6266666667	4	12	19	667	639056.333333
Félagsgreinar	10	4	55-59 ára	23	False	690.666666667	0.0	4	12	19	667	664810.748511
Félagsgreinar	10	4	60 ára+	19	True	663.04	27.6266666667	4	12	19	551	760979.911216
Félagsgreinar	10	4	60 ára+	19	False	690.666666667	0.0	4	12	19	551	791043.656708
Félagsgreinar	9	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	609117.333333
Félagsgreinar	9	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	609117.333333
Félagsgreinar	10	4	38-54 ára	24	True	663.04	27.6266666667	4	12	19	696	639056.333333
Félagsgreinar	10	4	38-54 ára	24	False	690.666666667	0.0	4	12	19	696	639056.333333
Félagsgreinar	7	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	553447.333333
Félagsgreinar	7	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	553447.333333
Félagsgreinar	8	4	30-37 ára	24	True	663.04	27.6266666667	4	12	19	708	580604.333333
Félagsgreinar	8	4	30-37 ára	24	False	690.666666667	0.0	4	12	19	708	580604.333333
Íslenska	5	4	30 ára-	24	True	684.8	28.5333333333	4	12	20	720	502955.333333
Íslenska	5	4	30 ára-	24	False	713.333333333	0.0	4	12	20	720	502955.333333
Íslenska	6	4	30 ára-	24	True	684.8	28.5333333333	4	12	20	720	527585.333333
Íslenska	6	4	30 ára-	24	False	713.333333333	0.0	4	12	20	720	527585.333333
Íslenska	10	4	55-59 ára	23	True	684.8	28.5333333333	4	12	20	667	658426.555453
Íslenska	10	4	55-59 ára	23	False	713.333333333	0.0	4	12	20	667	689476.948964
Íslenska	10	4	60 ára+	19	True	684.8	28.5333333333	4	12	20	551	784659.46365
Íslenska	10	4	60 ára+	19	False	713.333333333	0.0	4	12	20	551	815709.85716
Íslenska	9	4	38-54 ára	24	True	684.8	28.5333333333	4	12	20	696	609117.333333
Íslenska	9	4	38-54 ára	24	False	713.333333333	0.0	4	12	20	696	627081.518649
Íslenska	10	4	38-54 ára	24	True	684.8	28.5333333333	4	12	20	696	639056.333333
Íslenska	10	4	38-54 ára	24	False	713.333333333	0.0	4	12	20	696	657918.721914
Íslenska	7	4	30-37 ára	24	True	684.8	28.5333333333	4	12	20	708	553447.333333
Íslenska	7	4	30-37 ára	24	False	713.333333333	0.0	4	12	20	708	558460.879013
Íslenska	8	4	30-37 ára	24	True	684.8	28.5333333333	4	12	20	708	580604.333333
Íslenska	8	4	30-37 ára	24	False	713.333333333	0.0	4	12	20	708	585868.568298
Tungumál	5	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	502955.333333
Tungumál	5	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	502955.333333
Tungumál	6	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	527585.333333
Tungumál	6	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	527585.333333
Tungumál	10	4	55-59 ára	23	True	673.28	28.0533333333	4	12	20	667	645890.321812
Tungumál	10	4	55-59 ára	23	False	701.333333333	0.0	4	12	20	667	676418.372254
Tungumál	10	4	60 ára+	19	True	673.28	28.0533333333	4	12	20	551	772123.230008
Tungumál	10	4	60 ára+	19	False	701.333333333	0.0	4	12	20	551	802651.28045
Tungumál	9	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	609117.333333
Tungumál	9	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	614644.774969
Tungumál	10	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	639056.333333
Tungumál	10	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	644860.145204
Tungumál	7	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	553447.333333
Tungumál	7	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	553447.333333
Tungumál	8	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	580604.333333
Tungumál	8	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	580604.333333
Raungreinar	5	4	30 ára-	24	True	686.72	28.6133333333	4	12	20	720	502955.333333
Raungreinar	5	4	30 ára-	24	False	715.333333333	0.0	4	12	20	720	502955.333333
Raungreinar	6	4	30 ára-	24	True	686.72	28.6133333333	4	12	20	720	527585.333333
Raungreinar	6	4	30 ára-	24	False	715.333333333	0.0	4	12	20	720	527585.333333
Raungreinar	10	4	55-59 ára	23	True	686.72	28.6133333333	4	12	20	667	660515.927727
Raungreinar	10	4	55-59 ára	23	False	715.333333333	0.0	4	12	20	667	691653.378415
Raungreinar	10	4	60 ára+	19	True	686.72	28.6133333333	4	12	20	551	786748.835923
Raungreinar	10	4	60 ára+	19	False	715.333333333	0.0	4	12	20	551	817886.286612
Raungreinar	9	4	38-54 ára	24	True	686.72	28.6133333333	4	12	20	696	609117.333333
Raungreinar	9	4	38-54 ára	24	False	715.333333333	0.0	4	12	20	696	629154.309262
Raungreinar	10	4	38-54 ára	24	True	686.72	28.6133333333	4	12	20	696	639056.333333
Raungreinar	10	4	38-54 ára	24	False	715.333333333	0.0	4	12	20	696	660095.151366
Raungreinar	7	4	30-37 ára	24	True	686.72	28.6133333333	4	12	20	708	553447.333333
Raungreinar	7	4	30-37 ára	24	False	715.333333333	0.0	4	12	20	708	560340.958643
Raungreinar	8	4	30-37 ára	24	True	686.72	28.6133333333	4	12	20	708	580604.333333
Raungreinar	8	4	30-37 ára	24	False	715.333333333	0.0	4	12	20	708	587842.656409
Stærðfræði	5	4	30 ára-	24	True	657.92	27.4133333333	4	12	20	720	502955.333333
Stærðfræði	5	4	30 ára-	24	False	685.333333333	0.0	4	12	20	720	502955.333333
Stærðfræði	6	4	30 ára-	24	True	657.92	27.4133333333	4	12	20	720	527585.333333
Stærðfræði	6	4	30 ára-	24	False	685.333333333	0.0	4	12	20	720	527585.333333
Stærðfræði	10	4	55-59 ára	23	True	657.92	27.4133333333	4	12	20	667	639056.333333
Stærðfræði	10	4	55-59 ára	23	False	685.333333333	0.0	4	12	20	667	659006.93664
Stærðfræði	10	4	60 ára+	19	True	657.92	27.4133333333	4	12	20	551	755408.251819
Stærðfræði	10	4	60 ára+	19	False	685.333333333	0.0	4	12	20	551	785239.844837
Stærðfræði	9	4	38-54 ára	24	True	657.92	27.4133333333	4	12	20	696	609117.333333
Stærðfræði	9	4	38-54 ára	24	False	685.333333333	0.0	4	12	20	696	609117.333333
Stærðfræði	10	4	38-54 ára	24	True	657.92	27.4133333333	4	12	20	696	639056.333333
Stærðfræði	10	4	38-54 ára	24	False	685.333333333	0.0	4	12	20	696	639056.333333
Stærðfræði	7	4	30-37 ára	24	True	657.92	27.4133333333	4	12	20	708	553447.333333
Stærðfræði	7	4	30-37 ára	24	False	685.333333333	0.0	4	12	20	708	553447.333333
Stærðfræði	8	4	30-37 ára	24	True	657.92	27.4133333333	4	12	20	708	580604.333333
Stærðfræði	8	4	30-37 ára	24	False	685.333333333	0.0	4	12	20	708	580604.333333
Félagsgreinar	5	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	502955.333333
Félagsgreinar	5	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	502955.333333
Félagsgreinar	6	4	30 ára-	24	True	673.28	28.0533333333	4	12	20	720	527585.333333
Félagsgreinar	6	4	30 ára-	24	False	701.333333333	0.0	4	12	20	720	527585.333333
Félagsgreinar	10	4	55-59 ára	23	True	673.28	28.0533333333	4	12	20	667	645890.321812
Félagsgreinar	10	4	55-59 ára	23	False	701.333333333	0.0	4	12	20	667	676418.372254
Félagsgreinar	10	4	60 ára+	19	True	673.28	28.0533333333	4	12	20	551	772123.230008
Félagsgreinar	10	4	60 ára+	19	False	701.333333333	0.0	4	12	20	551	802651.28045
Félagsgreinar	9	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	609117.333333
Félagsgreinar	9	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	614644.774969
Félagsgreinar	10	4	38-54 ára	24	True	673.28	28.0533333333	4	12	20	696	639056.333333
Félagsgreinar	10	4	38-54 ára	24	False	701.333333333	0.0	4	12	20	696	644860.145204
Félagsgreinar	7	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	553447.333333
Félagsgreinar	7	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	553447.333333
Félagsgreinar	8	4	30-37 ára	24	True	673.28	28.0533333333	4	12	20	708	580604.333333
Félagsgreinar	8	4	30-37 ára	24	False	701.333333333	0.0	4	12	20	708	580604.333333
Íslenska	5	4	30 ára-	24	True	695.04	28.96	4	12	21	720	502955.333333
Íslenska	5	4	30 ára-	24	False	724.0	0.0	4	12	21	720	506365.919647
Íslenska	6	4	30 ára-	24	True	695.04	28.96	4	12	21	720	527585.333333
Íslenska	6	4	30 ára-	24	False	724.0	0.0	4	12	21	720	531166.441347
Íslenska	10	4	55-59 ára	23	True	695.04	28.96	4	12	21	667	669569.874246
Íslenska	10	4	55-59 ára	23	False	724.0	0.0	4	12	21	667	701084.572706
Íslenska	10	4	60 ára+	19	True	695.04	28.96	4	12	21	551	795802.782442
Íslenska	10	4	60 ára+	19	False	724.0	0.0	4	12	21	551	827317.480902
Íslenska	9	4	38-54 ára	24	True	695.04	28.96	4	12	21	696	609117.333333
Íslenska	9	4	38-54 ára	24	False	724.0	0.0	4	12	21	696	638136.40192
Íslenska	10	4	38-54 ára	24	True	695.04	28.96	4	12	21	696	639056.333333
Íslenska	10	4	38-54 ára	24	False	724.0	0.0	4	12	21	696	669526.345657
Íslenska	7	4	30-37 ára	24	True	695.04	28.96	4	12	21	708	553447.333333
Íslenska	7	4	30-37 ára	24	False	724.0	0.0	4	12	21	708	568487.970373
Íslenska	8	4	30-37 ára	24	True	695.04	28.96	4	12	21	708	580604.333333
Íslenska	8	4	30-37 ára	24	False	724.0	0.0	4	12	21	708	596397.038227
Tungumál	5	4	30 ára-	24	True	683.52	28.48	4	12	21	720	502955.333333
Tungumál	5	4	30 ára-	24	False	712.0	0.0	4	12	21	720	502955.333333
Tungumál	6	4	30 ára-	24	True	683.52	28.48	4	12	21	720	527585.333333
Tungumál	6	4	30 ára-	24	False	712.0	0.0	4	12	21	720	527585.333333
Tungumál	10	4	55-59 ára	23	True	683.52	28.48	4	12	21	667	657033.640604
Tungumál	10	4	55-59 ára	23	False	712.0	0.0	4	12	21	667	688025.995996
Tungumál	10	4	60 ára+	19	True	683.52	28.48	4	12	21	551	783266.548801
Tungumál	10	4	60 ára+	19	False	712.0	0.0	4	12	21	551	814258.904193
Tungumál	9	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	609117.333333
Tungumál	9	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	625699.65824
Tungumál	10	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	639056.333333
Tungumál	10	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	656467.768947
Tungumál	7	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	553447.333333
Tungumál	7	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	557207.492593
Tungumál	8	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	580604.333333
Tungumál	8	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	584552.509557
Raungreinar	5	4	30 ára-	24	True	696.96	29.04	4	12	21	720	502955.333333
Raungreinar	5	4	30 ára-	24	False	726.0	0.0	4	12	21	720	508071.212803
Raungreinar	6	4	30 ára-	24	True	696.96	29.04	4	12	21	720	527585.333333
Raungreinar	6	4	30 ára-	24	False	726.0	0.0	4	12	21	720	532956.995353
Raungreinar	10	4	55-59 ára	23	True	696.96	29.04	4	12	21	667	671659.246519
Raungreinar	10	4	55-59 ára	23	False	726.0	0.0	4	12	21	667	703261.002158
Raungreinar	10	4	60 ára+	19	True	696.96	29.04	4	12	21	551	797892.154716
Raungreinar	10	4	60 ára+	19	False	726.0	0.0	4	12	21	551	829493.910354
Raungreinar	9	4	38-54 ára	24	True	696.96	29.04	4	12	21	696	610112.272828
Raungreinar	9	4	38-54 ára	24	False	726.0	0.0	4	12	21	696	640209.192533
Raungreinar	10	4	38-54 ára	24	True	696.96	29.04	4	12	21	696	640101.01947
Raungreinar	10	4	38-54 ára	24	False	726.0	0.0	4	12	21	696	671702.775108
Raungreinar	7	4	30-37 ára	24	True	696.96	29.04	4	12	21	708	553447.333333
Raungreinar	7	4	30-37 ára	24	False	726.0	0.0	4	12	21	708	570368.050003
Raungreinar	8	4	30-37 ára	24	True	696.96	29.04	4	12	21	708	580604.333333
Raungreinar	8	4	30-37 ára	24	False	726.0	0.0	4	12	21	708	598371.126338
Stærðfræði	5	4	30 ára-	24	True	668.16	27.84	4	12	21	720	502955.333333
Stærðfræði	5	4	30 ára-	24	False	696.0	0.0	4	12	21	720	502955.333333
Stærðfræði	6	4	30 ára-	24	True	668.16	27.84	4	12	21	720	527585.333333
Stærðfræði	6	4	30 ára-	24	False	696.0	0.0	4	12	21	720	527585.333333
Stærðfræði	10	4	55-59 ára	23	True	668.16	27.84	4	12	21	667	640318.662415
Stærðfræði	10	4	55-59 ára	23	False	696.0	0.0	4	12	21	667	670614.560383
Stærðfræði	10	4	60 ára+	19	True	668.16	27.84	4	12	21	551	766551.570612
Stærðfræði	10	4	60 ára+	19	False	696.0	0.0	4	12	21	551	796847.468579
Stærðfræði	9	4	38-54 ára	24	True	668.16	27.84	4	12	21	696	609117.333333
Stærðfræði	9	4	38-54 ára	24	False	696.0	0.0	4	12	21	696	609117.333333
Stærðfræði	10	4	38-54 ára	24	True	668.16	27.84	4	12	21	696	639056.333333
Stærðfræði	10	4	38-54 ára	24	False	696.0	0.0	4	12	21	696	639056.333333
Stærðfræði	7	4	30-37 ára	24	True	668.16	27.84	4	12	21	708	553447.333333
Stærðfræði	7	4	30-37 ára	24	False	696.0	0.0	4	12	21	708	553447.333333
Stærðfræði	8	4	30-37 ára	24	True	668.16	27.84	4	12	21	708	580604.333333
Stærðfræði	8	4	30-37 ára	24	False	696.0	0.0	4	12	21	708	580604.333333
Félagsgreinar	5	4	30 ára-	24	True	683.52	28.48	4	12	21	720	502955.333333
Félagsgreinar	5	4	30 ára-	24	False	712.0	0.0	4	12	21	720	502955.333333
Félagsgreinar	6	4	30 ára-	24	True	683.52	28.48	4	12	21	720	527585.333333
Félagsgreinar	6	4	30 ára-	24	False	712.0	0.0	4	12	21	720	527585.333333
Félagsgreinar	10	4	55-59 ára	23	True	683.52	28.48	4	12	21	667	657033.640604
Félagsgreinar	10	4	55-59 ára	23	False	712.0	0.0	4	12	21	667	688025.995996
Félagsgreinar	10	4	60 ára+	19	True	683.52	28.48	4	12	21	551	783266.548801
Félagsgreinar	10	4	60 ára+	19	False	712.0	0.0	4	12	21	551	814258.904193
Félagsgreinar	9	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	609117.333333
Félagsgreinar	9	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	625699.65824
Félagsgreinar	10	4	38-54 ára	24	True	683.52	28.48	4	12	21	696	639056.333333
Félagsgreinar	10	4	38-54 ára	24	False	712.0	0.0	4	12	21	696	656467.768947
Félagsgreinar	7	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	553447.333333
Félagsgreinar	7	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	557207.492593
Félagsgreinar	8	4	30-37 ára	24	True	683.52	28.48	4	12	21	708	580604.333333
Félagsgreinar	8	4	30-37 ára	24	False	712.0	0.0	4	12	21	708	584552.509557
Íslenska	5	4	30 ára-	24	True	705.28	29.3866666667	4	12	22	720	502955.333333
Íslenska	5	4	30 ára-	24	False	734.666666667	0.0	4	12	22	720	515460.816482
Íslenska	6	4	30 ára-	24	True	705.28	29.3866666667	4	12	22	720	527585.333333
Íslenska	6	4	30 ára-	24	False	734.666666667	0.0	4	12	22	720	540716.062716
Íslenska	10	4	55-59 ára	23	True	705.28	29.3866666667	4	12	22	667	680713.193038
Íslenska	10	4	55-59 ára	23	False	734.666666667	0.0	4	12	22	667	712692.196448
Íslenska	10	4	60 ára+	19	True	705.28	29.3866666667	4	12	22	551	806946.101235
Íslenska	10	4	60 ára+	19	False	734.666666667	0.0	4	12	22	551	838925.104645
Íslenska	9	4	38-54 ára	24	True	705.28	29.3866666667	4	12	22	696	618735.081779
Íslenska	9	4	38-54 ára	24	False	734.666666667	0.0	4	12	22	696	649191.285191
Íslenska	10	4	38-54 ára	24	True	705.28	29.3866666667	4	12	22	696	649154.965989
Íslenska	10	4	38-54 ára	24	False	734.666666667	0.0	4	12	22	696	681133.969399
Íslenska	7	4	30-37 ára	24	True	705.28	29.3866666667	4	12	22	708	553447.333333
Íslenska	7	4	30-37 ára	24	False	734.666666667	0.0	4	12	22	708	578515.061733
Íslenska	8	4	30-37 ára	24	True	705.28	29.3866666667	4	12	22	708	580604.333333
Íslenska	8	4	30-37 ára	24	False	734.666666667	0.0	4	12	22	708	606925.508156
Tungumál	5	4	30 ára-	24	True	693.76	28.9066666667	4	12	22	720	502955.333333
Tungumál	5	4	30 ára-	24	False	722.666666667	0.0	4	12	22	720	505229.057542
Tungumál	6	4	30 ára-	24	True	693.76	28.9066666667	4	12	22	720	527585.333333
Tungumál	6	4	30 ára-	24	False	722.666666667	0.0	4	12	22	720	529972.738676
Tungumál	10	4	55-59 ára	23	True	693.76	28.9066666667	4	12	22	667	668176.959397
Tungumál	10	4	55-59 ára	23	False	722.666666667	0.0	4	12	22	667	699633.619738
Tungumál	10	4	60 ára+	19	True	693.76	28.9066666667	4	12	22	551	794409.867593
Tungumál	10	4	60 ára+	19	False	722.666666667	0.0	4	12	22	551	825866.527935
Tungumál	9	4	38-54 ára	24	True	693.76	28.9066666667	4	12	22	696	609117.333333
Tungumál	9	4	38-54 ára	24	False	722.666666667	0.0	4	12	22	696	636754.541511
Tungumál	10	4	38-54 ára	24	True	693.76	28.9066666667	4	12	22	696	639056.333333
Tungumál	10	4	38-54 ára	24	False	722.666666667	0.0	4	12	22	696	668075.392689
Tungumál	7	4	30-37 ára	24	True	693.76	28.9066666667	4	12	22	708	553447.333333
Tungumál	7	4	30-37 ára	24	False	722.666666667	0.0	4	12	22	708	567234.583953
Tungumál	8	4	30-37 ára	24	True	693.76	28.9066666667	4	12	22	708	580604.333333
Tungumál	8	4	30-37 ára	24	False	722.666666667	0.0	4	12	22	708	595080.979486
Raungreinar	5	4	30 ára-	24	True	707.2	29.4666666667	4	12	22	720	502955.333333
Raungreinar	5	4	30 ára-	24	False	736.666666667	0.0	4	12	22	720	517166.109639
Raungreinar	6	4	30 ára-	24	True	707.2	29.4666666667	4	12	22	720	527585.333333
Raungreinar	6	4	30 ára-	24	False	736.666666667	0.0	4	12	22	720	542506.616722
Raungreinar	10	4	55-59 ára	23	True	707.2	29.4666666667	4	12	22	667	682802.565312
