synidaemi	launaflokkur	threp	aldursflokkur	kennsluskylda	skertur	vinnumat	ryrnun	afangafjoldi	einingar	nemendafjoldi	vinnuskylda	laun
Raungreinar	10	4	55-59 ára	23	False	736.666666667	0.0	4	12	22	667	714868.6259
Raungreinar	10	4	60 ára+	19	True	707.2	29.4666666667	4	12	22	551	809035.473509
Raungreinar	10	4	60 ára+	19	False	736.666666667	0.0	4	12	22	551	841101.534096
Raungreinar	9	4	38-54 ára	24	True	707.2	29.4666666667	4	12	22	696	620724.960768
Raungreinar	9	4	38-54 ára	24	False	736.666666667	0.0	4	12	22	696	651264.075804
Raungreinar	10	4	38-54 ára	24	True	707.2	29.4666666667	4	12	22	696	651244.338263
Raungreinar	10	4	38-54 ára	24	False	736.666666667	0.0	4	12	22	696	683310.398851
Raungreinar	7	4	30-37 ára	24	True	707.2	29.4666666667	4	12	22	708	553447.333333
Raungreinar	7	4	30-37 ára	24	False	736.666666667	0.0	4	12	22	708	580395.141363
Raungreinar	8	4	30-37 ára	24	True	707.2	29.4666666667	4	12	22	708	580604.333333
Raungreinar	8	4	30-37 ára	24	False	736.666666667	0.0	4	12	22	708	608899.596267
Stærðfræði	5	4	30 ára-	24	True	678.4	28.2666666667	4	12	22	720	502955.333333
Stærðfræði	5	4	30 ára-	24	False	706.666666667	0.0	4	12	22	720	502955.333333
Stærðfræði	6	4	30 ára-	24	True	678.4	28.2666666667	4	12	22	720	527585.333333
Stærðfræði	6	4	30 ára-	24	False	706.666666667	0.0	4	12	22	720	527585.333333
Stærðfræði	10	4	55-59 ára	23	True	678.4	28.2666666667	4	12	22	667	651461.981208
Stærðfræði	10	4	55-59 ára	23	False	706.666666667	0.0	4	12	22	667	682222.184125
Stærðfræði	10	4	60 ára+	19	True	678.4	28.2666666667	4	12	22	551	777694.889405
Stærðfræði	10	4	60 ára+	19	False	706.666666667	0.0	4	12	22	551	808455.092321
Stærðfræði	9	4	38-54 ára	24	True	678.4	28.2666666667	4	12	22	696	609117.333333
Stærðfræði	9	4	38-54 ára	24	False	706.666666667	0.0	4	12	22	696	620172.216604
Stærðfræði	10	4	38-54 ára	24	True	678.4	28.2666666667	4	12	22	696	639056.333333
Stærðfræði	10	4	38-54 ára	24	False	706.666666667	0.0	4	12	22	696	650663.957076
Stærðfræði	7	4	30-37 ára	24	True	678.4	28.2666666667	4	12	22	708	553447.333333
Stærðfræði	7	4	30-37 ára	24	False	706.666666667	0.0	4	12	22	708	553447.333333
Stærðfræði	8	4	30-37 ára	24	True	678.4	28.2666666667	4	12	22	708	580604.333333
Stærðfræði	8	4	30-37 ára	24	False	706.666666667	0.0	4	12	22	708	580604.333333
Félagsgreinar	5	4	30 ára-	24	True	693.76	28.9066666667	4	12	22	720	502955.333333
Félagsgreinar	5	4	30 ára-	24	False	722.666666667	0.0	4	12	22	720	505229.057542
Félagsgreinar	6	4	30 ára-	24	True	693.76	28.9066666667	4	12	22	720	527585.333333
Félagsgreinar	6	4	30 ára-	24	False	722.666666667	0.0	4	12	22	720	529972.738676
Félagsgreinar	10	4	55-59 ára	23	True	693.76	28.9066666667	4	12	22	667	668176.959397
Félagsgreinar	10	4	55-59 ára	23	False	722.666666667	0.0	4	12	22	667	699633.619738
Félagsgreinar	10	4	60 ára+	19	True	693.76	28.9066666667	4	12	22	551	794409.867593
Félagsgreinar	10	4	60 ára+	19	False	722.666666667	0.0	4	12	22	551	825866.527935
Félagsgreinar	9	4	38-54 ára	24	True	693.76	28.9066666667	4	12	22	696	609117.333333
Félagsgreinar	9	4	38-54 ára	24	False	722.666666667	0.0	4	12	22	696	636754.541511
Félagsgreinar	10	4	38-54 ára	24	True	693.76	28.9066666667	4	12	22	696	639056.333333
Félagsgreinar	10	4	38-54 ára	24	False	722.666666667	0.0	4	12	22	696	668075.392689
Félagsgreinar	7	4	30-37 ára	24	True	693.76	28.9066666667	4	12	22	708	553447.333333
Félagsgreinar	7	4	30-37 ára	24	False	722.666666667	0.0	4	12	22	708	567234.583953
Félagsgreinar	8	4	30-37 ára	24	True	693.76	28.9066666667	4	12	22	708	580604.333333
Félagsgreinar	8	4	30-37 ára	24	False	722.666666667	0.0	4	12	22	708	595080.979486
Íslenska	5	4	30 ára-	24	True	715.52	29.8133333333	4	12	23	720	502955.333333
Íslenska	5	4	30 ára-	24	False	745.333333333	0.0	4	12	23	720	524555.713318
Íslenska	6	4	30 ára-	24	True	715.52	29.8133333333	4	12	23	720	527585.333333
Íslenska	6	4	30 ára-	24	False	745.333333333	0.0	4	12	23	720	550265.684084
Íslenska	10	4	55-59 ára	23	True	715.52	29.8133333333	4	12	23	667	691856.511831
Íslenska	10	4	55-59 ára	23	False	745.333333333	0.0	4	12	23	667	724299.82019
Íslenska	10	4	60 ára+	19	True	715.52	29.8133333333	4	12	23	551	818089.420027
Íslenska	10	4	60 ára+	19	False	745.333333333	0.0	4	12	23	551	850532.728387
Íslenska	9	4	38-54 ára	24	True	715.52	29.8133333333	4	12	23	696	629347.769719
Íslenska	9	4	38-54 ára	24	False	745.333333333	0.0	4	12	23	696	660246.168462
Íslenska	10	4	38-54 ára	24	True	715.52	29.8133333333	4	12	23	696	660298.284782
Íslenska	10	4	38-54 ára	24	False	745.333333333	0.0	4	12	23	696	692741.593141
Íslenska	7	4	30-37 ára	24	True	715.52	29.8133333333	4	12	23	708	560516.432742
Íslenska	7	4	30-37 ára	24	False	745.333333333	0.0	4	12	23	708	588542.153093
Íslenska	8	4	30-37 ára	24	True	715.52	29.8133333333	4	12	23	708	588026.904633
Íslenska	8	4	30-37 ára	24	False	745.333333333	0.0	4	12	23	708	617453.978084
Tungumál	5	4	30 ára-	24	True	704.0	29.3333333333	4	12	23	720	502955.333333
Tungumál	5	4	30 ára-	24	False	733.333333333	0.0	4	12	23	720	514323.954378
Tungumál	6	4	30 ára-	24	True	704.0	29.3333333333	4	12	23	720	527585.333333
Tungumál	6	4	30 ára-	24	False	733.333333333	0.0	4	12	23	720	539522.360044
Tungumál	10	4	55-59 ára	23	True	704.0	29.3333333333	4	12	23	667	679320.278189
Tungumál	10	4	55-59 ára	23	False	733.333333333	0.0	4	12	23	667	711241.24348
Tungumál	10	4	60 ára+	19	True	704.0	29.3333333333	4	12	23	551	805553.186386
Tungumál	10	4	60 ára+	19	False	733.333333333	0.0	4	12	23	551	837474.151677
Tungumál	9	4	38-54 ára	24	True	704.0	29.3333333333	4	12	23	696	617408.495787
Tungumál	9	4	38-54 ára	24	False	733.333333333	0.0	4	12	23	696	647809.424782
Tungumál	10	4	38-54 ára	24	True	704.0	29.3333333333	4	12	23	696	647762.05114
Tungumál	10	4	38-54 ára	24	False	733.333333333	0.0	4	12	23	696	679683.016431
Tungumál	7	4	30-37 ára	24	True	704.0	29.3333333333	4	12	23	708	553447.333333
Tungumál	7	4	30-37 ára	24	False	733.333333333	0.0	4	12	23	708	577261.675313
Tungumál	8	4	30-37 ára	24	True	704.0	29.3333333333	4	12	23	708	580604.333333
Tungumál	8	4	30-37 ára	24	False	733.333333333	0.0	4	12	23	708	605609.449414
Raungreinar	5	4	30 ára-	24	True	717.44	29.8933333333	4	12	23	720	502955.333333
Raungreinar	5	4	30 ára-	24	False	747.333333333	0.0	4	12	23	720	526261.006474
Raungreinar	6	4	30 ára-	24	True	717.44	29.8933333333	4	12	23	720	527585.333333
Raungreinar	6	4	30 ára-	24	False	747.333333333	0.0	4	12	23	720	552056.238091
Raungreinar	10	4	55-59 ára	23	True	717.44	29.8933333333	4	12	23	667	693945.884104
Raungreinar	10	4	55-59 ára	23	False	747.333333333	0.0	4	12	23	667	726476.249642
Raungreinar	10	4	60 ára+	19	True	717.44	29.8933333333	4	12	23	551	820178.792301
Raungreinar	10	4	60 ára+	19	False	747.333333333	0.0	4	12	23	551	852709.157839
Raungreinar	9	4	38-54 ára	24	True	717.44	29.8933333333	4	12	23	696	631337.648708
Raungreinar	9	4	38-54 ára	24	False	747.333333333	0.0	4	12	23	696	662318.959076
Raungreinar	10	4	38-54 ára	24	True	717.44	29.8933333333	4	12	23	696	662387.657055
Raungreinar	10	4	38-54 ára	24	False	747.333333333	0.0	4	12	23	696	694918.022593
Raungreinar	7	4	30-37 ára	24	True	717.44	29.8933333333	4	12	23	708	562321.309187
Raungreinar	7	4	30-37 ára	24	False	747.333333333	0.0	4	12	23	708	590422.232723
Raungreinar	8	4	30-37 ára	24	True	717.44	29.8933333333	4	12	23	708	589922.02922
Raungreinar	8	4	30-37 ára	24	False	747.333333333	0.0	4	12	23	708	619428.066196
Stærðfræði	5	4	30 ára-	24	True	688.64	28.6933333333	4	12	23	720	502955.333333
Stærðfræði	5	4	30 ára-	24	False	717.333333333	0.0	4	12	23	720	502955.333333
Stærðfræði	6	4	30 ára-	24	True	688.64	28.6933333333	4	12	23	720	527585.333333
Stærðfræði	6	4	30 ára-	24	False	717.333333333	0.0	4	12	23	720	527585.333333
Stærðfræði	10	4	55-59 ára	23	True	688.64	28.6933333333	4	12	23	667	662605.3
Stærðfræði	10	4	55-59 ára	23	False	717.333333333	0.0	4	12	23	667	693829.807867
Stærðfræði	10	4	60 ára+	19	True	688.64	28.6933333333	4	12	23	551	788838.208197
Stærðfræði	10	4	60 ára+	19	False	717.333333333	0.0	4	12	23	551	820062.716064
Stærðfræði	9	4	38-54 ára	24	True	688.64	28.6933333333	4	12	23	696	609117.333333
Stærðfræði	9	4	38-54 ára	24	False	717.333333333	0.0	4	12	23	696	631227.099876
Stærðfræði	10	4	38-54 ára	24	True	688.64	28.6933333333	4	12	23	696	639056.333333
Stærðfræði	10	4	38-54 ára	24	False	717.333333333	0.0	4	12	23	696	662271.580818
Stærðfræði	7	4	30-37 ára	24	True	688.64	28.6933333333	4	12	23	708	553447.333333
Stærðfræði	7	4	30-37 ára	24	False	717.333333333	0.0	4	12	23	708	562221.038273
Stærðfræði	8	4	30-37 ára	24	True	688.64	28.6933333333	4	12	23	708	580604.333333
Stærðfræði	8	4	30-37 ára	24	False	717.333333333	0.0	4	12	23	708	589816.744521
Félagsgreinar	5	4	30 ára-	24	True	704.0	29.3333333333	4	12	23	720	502955.333333
Félagsgreinar	5	4	30 ára-	24	False	733.333333333	0.0	4	12	23	720	514323.954378
Félagsgreinar	6	4	30 ára-	24	True	704.0	29.3333333333	4	12	23	720	527585.333333
Félagsgreinar	6	4	30 ára-	24	False	733.333333333	0.0	4	12	23	720	539522.360044
Félagsgreinar	10	4	55-59 ára	23	True	704.0	29.3333333333	4	12	23	667	679320.278189
Félagsgreinar	10	4	55-59 ára	23	False	733.333333333	0.0	4	12	23	667	711241.24348
Félagsgreinar	10	4	60 ára+	19	True	704.0	29.3333333333	4	12	23	551	805553.186386
Félagsgreinar	10	4	60 ára+	19	False	733.333333333	0.0	4	12	23	551	837474.151677
Félagsgreinar	9	4	38-54 ára	24	True	704.0	29.3333333333	4	12	23	696	617408.495787
Félagsgreinar	9	4	38-54 ára	24	False	733.333333333	0.0	4	12	23	696	647809.424782
Félagsgreinar	10	4	38-54 ára	24	True	704.0	29.3333333333	4	12	23	696	647762.05114
Félagsgreinar	10	4	38-54 ára	24	False	733.333333333	0.0	4	12	23	696	679683.016431
Félagsgreinar	7	4	30-37 ára	24	True	704.0	29.3333333333	4	12	23	708	553447.333333
Félagsgreinar	7	4	30-37 ára	24	False	733.333333333	0.0	4	12	23	708	577261.675313
Félagsgreinar	8	4	30-37 ára	24	True	704.0	29.3333333333	4	12	23	708	580604.333333
Félagsgreinar	8	4	30-37 ára	24	False	733.333333333	0.0	4	12	23	708	605609.449414
Íslenska	5	4	30 ára-	24	True	725.76	30.24	4	12	24	720	507866.577625
Íslenska	5	4	30 ára-	24	False	756.0	0.0	4	12	24	720	533650.610153
Íslenska	6	4	30 ára-	24	True	725.76	30.24	4	12	24	720	532742.128873
Íslenska	6	4	30 ára-	24	False	756.0	0.0	4	12	24	720	559815.305453
Íslenska	10	4	55-59 ára	23	True	725.76	30.24	4	12	24	667	702999.830623
Íslenska	10	4	55-59 ára	23	False	756.0	0.0	4	12	24	667	735907.443933
Íslenska	10	4	60 ára+	19	True	725.76	30.24	4	12	24	551	829232.73882
Íslenska	10	4	60 ára+	19	False	756.0	0.0	4	12	24	551	862140.352129
Íslenska	9	4	38-54 ára	24	True	725.76	30.24	4	12	24	696	639960.45766
Íslenska	9	4	38-54 ára	24	False	756.0	0.0	4	12	24	696	671301.051733
Íslenska	10	4	38-54 ára	24	True	725.76	30.24	4	12	24	696	671441.603574
Íslenska	10	4	38-54 ára	24	False	756.0	0.0	4	12	24	696	704349.216883
Íslenska	7	4	30-37 ára	24	True	725.76	30.24	4	12	24	708	570142.440448
Íslenska	7	4	30-37 ára	24	False	756.0	0.0	4	12	24	708	598569.244453
Íslenska	8	4	30-37 ára	24	True	725.76	30.24	4	12	24	708	598134.235765
Íslenska	8	4	30-37 ára	24	False	756.0	0.0	4	12	24	708	627982.448013
Tungumál	5	4	30 ára-	24	True	714.24	29.76	4	12	24	720	502955.333333
Tungumál	5	4	30 ára-	24	False	744.0	0.0	4	12	24	720	523418.851213
Tungumál	6	4	30 ára-	24	True	714.24	29.76	4	12	24	720	527585.333333
Tungumál	6	4	30 ára-	24	False	744.0	0.0	4	12	24	720	549071.981413
Tungumál	10	4	55-59 ára	23	True	714.24	29.76	4	12	24	667	690463.596982
Tungumál	10	4	55-59 ára	23	False	744.0	0.0	4	12	24	667	722848.867223
Tungumál	10	4	60 ára+	19	True	714.24	29.76	4	12	24	551	816696.505178
Tungumál	10	4	60 ára+	19	False	744.0	0.0	4	12	24	551	849081.775419
Tungumál	9	4	38-54 ára	24	True	714.24	29.76	4	12	24	696	628021.183727
Tungumál	9	4	38-54 ára	24	False	744.0	0.0	4	12	24	696	658864.308053
Tungumál	10	4	38-54 ára	24	True	714.24	29.76	4	12	24	696	658905.369933
Tungumál	10	4	38-54 ára	24	False	744.0	0.0	4	12	24	696	691290.640173
Tungumál	7	4	30-37 ára	24	True	714.24	29.76	4	12	24	708	559313.181779
Tungumál	7	4	30-37 ára	24	False	744.0	0.0	4	12	24	708	587288.766673
Tungumál	8	4	30-37 ára	24	True	714.24	29.76	4	12	24	708	586763.488242
Tungumál	8	4	30-37 ára	24	False	744.0	0.0	4	12	24	708	616137.919343
Raungreinar	5	4	30 ára-	24	True	727.68	30.32	4	12	24	720	509503.659055
Raungreinar	5	4	30 ára-	24	False	758.0	0.0	4	12	24	720	535355.90331
Raungreinar	6	4	30 ára-	24	True	727.68	30.32	4	12	24	720	534461.060719
Raungreinar	6	4	30 ára-	24	False	758.0	0.0	4	12	24	720	561605.85946
Raungreinar	10	4	55-59 ára	23	True	727.68	30.32	4	12	24	667	705089.202897
Raungreinar	10	4	55-59 ára	23	False	758.0	0.0	4	12	24	667	738083.873384
Raungreinar	10	4	60 ára+	19	True	727.68	30.32	4	12	24	551	831322.111094
Raungreinar	10	4	60 ára+	19	False	758.0	0.0	4	12	24	551	864316.781581
Raungreinar	9	4	38-54 ára	24	True	727.68	30.32	4	12	24	696	641950.336649
Raungreinar	9	4	38-54 ára	24	False	758.0	0.0	4	12	24	696	673373.842347
Raungreinar	10	4	38-54 ára	24	True	727.68	30.32	4	12	24	696	673530.975848
Raungreinar	10	4	38-54 ára	24	False	758.0	0.0	4	12	24	696	706525.646335
Raungreinar	7	4	30-37 ára	24	True	727.68	30.32	4	12	24	708	571947.316893
Raungreinar	7	4	30-37 ára	24	False	758.0	0.0	4	12	24	708	600449.324083
Raungreinar	8	4	30-37 ára	24	True	727.68	30.32	4	12	24	708	600029.360352
Raungreinar	8	4	30-37 ára	24	False	758.0	0.0	4	12	24	708	629956.536125
Stærðfræði	5	4	30 ára-	24	True	698.88	29.12	4	12	24	720	502955.333333
Stærðfræði	5	4	30 ára-	24	False	728.0	0.0	4	12	24	720	509776.50596
Stærðfræði	6	4	30 ára-	24	True	698.88	29.12	4	12	24	720	527585.333333
Stærðfræði	6	4	30 ára-	24	False	728.0	0.0	4	12	24	720	534747.54936
Stærðfræði	10	4	55-59 ára	23	True	698.88	29.12	4	12	24	667	673748.618793
Stærðfræði	10	4	55-59 ára	23	False	728.0	0.0	4	12	24	667	705437.431609
Stærðfræði	10	4	60 ára+	19	True	698.88	29.12	4	12	24	551	799981.52699
Stærðfræði	10	4	60 ára+	19	False	728.0	0.0	4	12	24	551	831670.339806
Stærðfræði	9	4	38-54 ára	24	True	698.88	29.12	4	12	24	696	612102.151817
Stærðfræði	9	4	38-54 ára	24	False	728.0	0.0	4	12	24	696	642281.983147
Stærðfræði	10	4	38-54 ára	24	True	698.88	29.12	4	12	24	696	642190.391744
Stærðfræði	10	4	38-54 ára	24	False	728.0	0.0	4	12	24	696	673879.20456
Stærðfræði	7	4	30-37 ára	24	True	698.88	29.12	4	12	24	708	553447.333333
Stærðfræði	7	4	30-37 ára	24	False	728.0	0.0	4	12	24	708	572248.129633
Stærðfræði	8	4	30-37 ára	24	True	698.88	29.12	4	12	24	708	580604.333333
Stærðfræði	8	4	30-37 ára	24	False	728.0	0.0	4	12	24	708	600345.21445
Félagsgreinar	5	4	30 ára-	24	True	714.24	29.76	4	12	24	720	502955.333333
Félagsgreinar	5	4	30 ára-	24	False	744.0	0.0	4	12	24	720	523418.851213
Félagsgreinar	6	4	30 ára-	24	True	714.24	29.76	4	12	24	720	527585.333333
Félagsgreinar	6	4	30 ára-	24	False	744.0	0.0	4	12	24	720	549071.981413
Félagsgreinar	10	4	55-59 ára	23	True	714.24	29.76	4	12	24	667	690463.596982
Félagsgreinar	10	4	55-59 ára	23	False	744.0	0.0	4	12	24	667	722848.867223
Félagsgreinar	10	4	60 ára+	19	True	714.24	29.76	4	12	24	551	816696.505178
Félagsgreinar	10	4	60 ára+	19	False	744.0	0.0	4	12	24	551	849081.775419
Félagsgreinar	9	4	38-54 ára	24	True	714.24	29.76	4	12	24	696	628021.183727
Félagsgreinar	9	4	38-54 ára	24	False	744.0	0.0	4	12	24	696	658864.308053
Félagsgreinar	10	4	38-54 ára	24	True	714.24	29.76	4	12	24	696	658905.369933
Félagsgreinar	10	4	38-54 ára	24	False	744.0	0.0	4	12	24	696	691290.640173
Félagsgreinar	7	4	30-37 ára	24	True	714.24	29.76	4	12	24	708	559313.181779
Félagsgreinar	7	4	30-37 ára	24	False	744.0	0.0	4	12	24	708	587288.766673
Félagsgreinar	8	4	30-37 ára	24	True	714.24	29.76	4	12	24	708	586763.488242
Félagsgreinar	8	4	30-37 ára	24	False	744.0	0.0	4	12	24	708	616137.919343
Íslenska	5	4	30 ára-	24	True	736.0	30.6666666667	4	12	25	720	516597.678587
Íslenska	5	4	30 ára-	24	False	766.666666667	0.0	4	12	25	720	542745.506989
Íslenska	6	4	30 ára-	24	True	736.0	30.6666666667	4	12	25	720	541909.765387
Íslenska	6	4	30 ára-	24	False	766.666666667	0.0	4	12	25	720	569364.926822
Íslenska	10	4	55-59 ára	23	True	736.0	30.6666666667	4	12	25	667	714143.149416
Íslenska	10	4	55-59 ára	23	False	766.666666667	0.0	4	12	25	667	747515.067675
Íslenska	10	4	60 ára+	19	True	736.0	30.6666666667	4	12	25	551	840376.057613
Íslenska	10	4	60 ára+	19	False	766.666666667	0.0	4	12	25	551	873747.975871
Íslenska	9	4	38-54 ára	24	True	736.0	30.6666666667	4	12	25	696	650573.1456
Íslenska	9	4	38-54 ára	24	False	766.666666667	0.0	4	12	25	696	682355.935004
Íslenska	10	4	38-54 ára	24	True	736.0	30.6666666667	4	12	25	696	682584.922367
Íslenska	10	4	38-54 ára	24	False	766.666666667	0.0	4	12	25	696	715956.840626
Íslenska	7	4	30-37 ára	24	True	736.0	30.6666666667	4	12	25	708	579768.448153
Íslenska	7	4	30-37 ára	24	False	766.666666667	0.0	4	12	25	708	608596.335813
Íslenska	8	4	30-37 ára	24	True	736.0	30.6666666667	4	12	25	708	608241.566897
Íslenska	8	4	30-37 ára	24	False	766.666666667	0.0	4	12	25	708	638510.917942
Tungumál	5	4	30 ára-	24	True	724.48	30.1866666667	4	12	25	720	506775.190004
Tungumál	5	4	30 ára-	24	False	754.666666667	0.0	4	12	25	720	532513.748049
Tungumál	6	4	30 ára-	24	True	724.48	30.1866666667	4	12	25	720	531596.174308
Tungumál	6	4	30 ára-	24	False	754.666666667	0.0	4	12	25	720	558621.602782
Tungumál	10	4	55-59 ára	23	True	724.48	30.1866666667	4	12	25	667	701606.915774
Tungumál	10	4	55-59 ára	23	False	754.666666667	0.0	4	12	25	667	734456.490965
Tungumál	10	4	60 ára+	19	True	724.48	30.1866666667	4	12	25	551	827839.823971
Tungumál	10	4	60 ára+	19	False	754.666666667	0.0	4	12	25	551	860689.399161
Tungumál	9	4	38-54 ára	24	True	724.48	30.1866666667	4	12	25	696	638633.871667
Tungumál	9	4	38-54 ára	24	False	754.666666667	0.0	4	12	25	696	669919.191324
Tungumál	10	4	38-54 ára	24	True	724.48	30.1866666667	4	12	25	696	670048.688725
Tungumál	10	4	38-54 ára	24	False	754.666666667	0.0	4	12	25	696	702898.263916
Tungumál	7	4	30-37 ára	24	True	724.48	30.1866666667	4	12	25	708	568939.189485
Tungumál	7	4	30-37 ára	24	False	754.666666667	0.0	4	12	25	708	597315.858033
Tungumál	8	4	30-37 ára	24	True	724.48	30.1866666667	4	12	25	708	596870.819373
Tungumál	8	4	30-37 ára	24	False	754.666666667	0.0	4	12	25	708	626666.389272
Raungreinar	5	4	30 ára-	24	True	737.92	30.7466666667	4	12	25	720	518234.760017
Raungreinar	5	4	30 ára-	24	False	768.666666667	0.0	4	12	25	720	544450.800146
Raungreinar	6	4	30 ára-	24	True	737.92	30.7466666667	4	12	25	720	543628.697233
Raungreinar	6	4	30 ára-	24	False	768.666666667	0.0	4	12	25	720	571155.480829
Raungreinar	10	4	55-59 ára	23	True	737.92	30.7466666667	4	12	25	667	716232.521689
Raungreinar	10	4	55-59 ára	23	False	768.666666667	0.0	4	12	25	667	749691.497126
Raungreinar	10	4	60 ára+	19	True	737.92	30.7466666667	4	12	25	551	842465.429886
Raungreinar	10	4	60 ára+	19	False	768.666666667	0.0	4	12	25	551	875924.405323
Raungreinar	9	4	38-54 ára	24	True	737.92	30.7466666667	4	12	25	696	652563.024589
Raungreinar	9	4	38-54 ára	24	False	768.666666667	0.0	4	12	25	696	684428.725618
Raungreinar	10	4	38-54 ára	24	True	737.92	30.7466666667	4	12	25	696	684674.29464
Raungreinar	10	4	38-54 ára	24	False	768.666666667	0.0	4	12	25	696	718133.270077
Raungreinar	7	4	30-37 ára	24	True	737.92	30.7466666667	4	12	25	708	581573.324598
Raungreinar	7	4	30-37 ára	24	False	768.666666667	0.0	4	12	25	708	610476.415443
Raungreinar	8	4	30-37 ára	24	True	737.92	30.7466666667	4	12	25	708	610136.691484
Raungreinar	8	4	30-37 ára	24	False	768.666666667	0.0	4	12	25	708	640485.006054
Stærðfræði	5	4	30 ára-	24	True	709.12	29.5466666667	4	12	25	720	502955.333333
Stærðfræði	5	4	30 ára-	24	False	738.666666667	0.0	4	12	25	720	518871.402796
Stærðfræði	6	4	30 ára-	24	True	709.12	29.5466666667	4	12	25	720	527585.333333
Stærðfræði	6	4	30 ára-	24	False	738.666666667	0.0	4	12	25	720	544297.170729
Stærðfræði	10	4	55-59 ára	23	True	709.12	29.5466666667	4	12	25	667	684891.937585
Stærðfræði	10	4	55-59 ára	23	False	738.666666667	0.0	4	12	25	667	717045.055351
Stærðfræði	10	4	60 ára+	19	True	709.12	29.5466666667	4	12	25	551	811124.845782
Stærðfræði	10	4	60 ára+	19	False	738.666666667	0.0	4	12	25	551	843277.963548
Stærðfræði	9	4	38-54 ára	24	True	709.12	29.5466666667	4	12	25	696	622714.839757
Stærðfræði	9	4	38-54 ára	24	False	738.666666667	0.0	4	12	25	696	653336.866418
Stærðfræði	10	4	38-54 ára	24	True	709.12	29.5466666667	4	12	25	696	653333.710536
Stærðfræði	10	4	38-54 ára	24	False	738.666666667	0.0	4	12	25	696	685486.828302
Stærðfræði	7	4	30-37 ára	24	True	709.12	29.5466666667	4	12	25	708	554500.177926
Stærðfræði	7	4	30-37 ára	24	False	738.666666667	0.0	4	12	25	708	582275.220993
Stærðfræði	8	4	30-37 ára	24	True	709.12	29.5466666667	4	12	25	708	581709.822676
Stærðfræði	8	4	30-37 ára	24	False	738.666666667	0.0	4	12	25	708	610873.684379
Félagsgreinar	5	4	30 ára-	24	True	724.48	30.1866666667	4	12	25	720	506775.190004
Félagsgreinar	5	4	30 ára-	24	False	754.666666667	0.0	4	12	25	720	532513.748049
Félagsgreinar	6	4	30 ára-	24	True	724.48	30.1866666667	4	12	25	720	531596.174308
Félagsgreinar	6	4	30 ára-	24	False	754.666666667	0.0	4	12	25	720	558621.602782
Félagsgreinar	10	4	55-59 ára	23	True	724.48	30.1866666667	4	12	25	667	701606.915774
Félagsgreinar	10	4	55-59 ára	23	False	754.666666667	0.0	4	12	25	667	734456.490965
Félagsgreinar	10	4	60 ára+	19	True	724.48	30.1866666667	4	12	25	551	827839.823971
Félagsgreinar	10	4	60 ára+	19	False	754.666666667	0.0	4	12	25	551	860689.399161
Félagsgreinar	9	4	38-54 ára	24	True	724.48	30.1866666667	4	12	25	696	638633.871667
Félagsgreinar	9	4	38-54 ára	24	False	754.666666667	0.0	4	12	25	696	669919.191324
Félagsgreinar	10	4	38-54 ára	24	True	724.48	30.1866666667	4	12	25	696	670048.688725
Félagsgreinar	10	4	38-54 ára	24	False	754.666666667	0.0	4	12	25	696	702898.263916
Félagsgreinar	7	4	30-37 ára	24	True	724.48	30.1866666667	4	12	25	708	568939.189485
Félagsgreinar	7	4	30-37 ára	24	False	754.666666667	0.0	4	12	25	708	597315.858033
Félagsgreinar	8	4	30-37 ára	24	True	724.48	30.1866666667	4	12	25	708	596870.819373
Félagsgreinar	8	4	30-37 ára	24	False	754.666666667	0.0	4	12	25	708	626666.389272
Íslenska	5	4	30 ára-	24	True	746.24	31.0933333333	4	12	26	720	525328.779549
Íslenska	5	4	30 ára-	24	False	777.333333333	0.0	4	12	26	720	551840.403824
Íslenska	6	4	30 ára-	24	True	746.24	31.0933333333	4	12	26	720	551077.401901
Íslenska	6	4	30 ára-	24	False	777.333333333	0.0	4	12	26	720	578914.548191
Íslenska	10	4	55-59 ára	23	True	746.24	31.0933333333	4	12	26	667	725286.468208
Íslenska	10	4	55-59 ára	23	False	777.333333333	0.0	4	12	26	667	759122.691417
Íslenska	10	4	60 ára+	19	True	746.24	31.0933333333	4	12	26	551	851519.376405
Íslenska	10	4	60 ára+	19	False	777.333333333	0.0	4	12	26	551	885355.599614
Íslenska	9	4	38-54 ára	24	True	746.24	31.0933333333	4	12	26	696	661185.83354
Íslenska	9	4	38-54 ára	24	False	777.333333333	0.0	4	12	26	696	693410.818276
Íslenska	10	4	38-54 ára	24	True	746.24	31.0933333333	4	12	26	696	693728.241159
Íslenska	10	4	38-54 ára	24	False	777.333333333	0.0	4	12	26	696	727564.464368
Íslenska	7	4	30-37 ára	24	True	746.24	31.0933333333	4	12	26	708	589394.455859
Íslenska	7	4	30-37 ára	24	False	777.333333333	0.0	4	12	26	708	618623.427173
Íslenska	8	4	30-37 ára	24	True	746.24	31.0933333333	4	12	26	708	618348.898028
Íslenska	8	4	30-37 ára	24	False	777.333333333	0.0	4	12	26	708	649039.387871
Tungumál	5	4	30 ára-	24	True	734.72	30.6133333333	4	12	26	720	515506.290966
Tungumál	5	4	30 ára-	24	False	765.333333333	0.0	4	12	26	720	541608.644884
Tungumál	6	4	30 ára-	24	True	734.72	30.6133333333	4	12	26	720	540763.810822
Tungumál	6	4	30 ára-	24	False	765.333333333	0.0	4	12	26	720	568171.224151
Tungumál	10	4	55-59 ára	23	True	734.72	30.6133333333	4	12	26	667	712750.234567
